timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,heart_rate,cadence,fractional_cadence,lat,lon,dist_m,spd_ms,altitude,dt_s,d_m,moving,elev_smooth,day_local
2025-09-20T01:53:33Z,179.99999991618097,179.99999991618097,87579.04,0,4124,78,0,0,179.99999991618097,179.99999991618097,87579.04,0,4124,52899,0,FALSE,4124.2,2025-09-20
2025-09-20T01:53:34Z,179.99999991618097,179.99999991618097,87579.04,0,4124.2,78,0,0,179.99999991618097,179.99999991618097,87579.04,0,4124.2,1,0,FALSE,4124,2025-09-20
2025-09-20T01:53:37Z,179.99999991618097,179.99999991618097,87579.04,0,4123.8,82,0,0,179.99999991618097,179.99999991618097,87579.04,0,4123.8,3,0,FALSE,4123.8,2025-09-20
2025-09-20T01:53:39Z,179.99999991618097,179.99999991618097,87579.04,0,4123.4,87,0,0,179.99999991618097,179.99999991618097,87579.04,0,4123.4,2,0,FALSE,4123.6,2025-09-20
2025-09-20T01:53:41Z,179.99999991618097,179.99999991618097,87579.04,0,4123.4,90,0,0,179.99999991618097,179.99999991618097,87579.04,0,4123.4,2,0,FALSE,4123.4,2025-09-20
2025-09-20T01:53:45Z,179.99999991618097,179.99999991618097,87582.56,1.157,4123.2,93,50,0,179.99999991618097,179.99999991618097,87582.56,1.157,4123.2,4,3.5200000000040745,TRUE,4123.4,2025-09-20
2025-09-20T01:53:51Z,28.679839577525854,83.90758953988552,87587.21,1.157,4123.4,93,47,0,28.679839577525854,83.90758953988552,87587.21,1.157,4123.4,6,4.650000000008731,TRUE,4123.4,2025-09-20
2025-09-20T01:53:56Z,28.679856173694134,83.90752206556499,87593.17,1.185,4123.6,92,48,0.5,28.679856173694134,83.90752206556499,87593.17,1.185,4123.6,5,5.959999999991851,TRUE,4123.4,2025-09-20
2025-09-20T01:54:01Z,28.679877715185285,83.90747755765915,87598.1,1.054,4123.2,92,47,0.5,28.679877715185285,83.90747755765915,87598.1,1.054,4123.2,5,4.930000000007567,TRUE,4123.4,2025-09-20
2025-09-20T01:54:03Z,28.67989213205874,83.90746213495731,87600.37,1.054,4123,92,0,0,28.67989213205874,83.90746213495731,87600.37,1.054,4123,2,2.2699999999895226,TRUE,4123.4,2025-09-20
