timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,heart_rate,cadence,fractional_cadence,lat,lon,dist_m,spd_ms,altitude,dt_s,d_m,moving,elev_smooth,day_local
2025-09-17T02:22:51Z,28.641025498509407,84.13756499066949,40465.16,0,3730.2,101,0,0,28.641025498509407,84.13756499066949,40465.16,0,3730.2,60247,1.5400000000008731,FALSE,3729.3999999999996,2025-09-17
2025-09-17T02:22:52Z,28.64102801308036,84.13754395209253,40465.99,0.784,3730,101,0,0,28.64102801308036,84.13754395209253,40465.99,0.784,3730,1,0.8299999999944703,TRUE,3729.8,2025-09-17
2025-09-17T02:22:53Z,28.641048967838287,84.13753380998969,40468.12,1.381,3729.8,101,0,0,28.641048967838287,84.13753380998969,40468.12,1.381,3729.8,1,2.1300000000046566,TRUE,3730,2025-09-17
2025-09-17T02:22:57Z,28.641062630340457,84.13750438950956,40471.55,1.148,3729.3999999999996,101,50,0.5,28.641062630340457,84.13750438950956,40471.55,1.148,3729.3999999999996,4,3.430000000000291,TRUE,3730,2025-09-17
2025-09-17T02:23:03Z,28.641097582876682,84.13744253106415,40478.71,0.97,3730,101,51,0,28.641097582876682,84.13744253106415,40478.71,0.97,3730,6,7.1599999999962165,TRUE,3730.2,2025-09-17
2025-09-17T02:23:09Z,28.641154412180185,84.13741327822208,40485.77,1.185,3730.6000000000004,101,48,0.5,28.641154412180185,84.13741327822208,40485.77,1.185,3730.6000000000004,6,7.059999999997672,TRUE,3730.6000000000004,2025-09-17
2025-09-17T02:23:14Z,28.641193890944123,84.13737379945815,40491.63,1.166,3731.3999999999996,101,47,0.5,28.641193890944123,84.13737379945815,40491.63,1.166,3731.3999999999996,5,5.860000000000582,TRUE,3731.3999999999996,2025-09-17
2025-09-17T02:23:15Z,28.641201937571168,84.1373675968498,40492.61,1.166,3731.6000000000004,101,48,0.5,28.641201937571168,84.1373675968498,40492.61,1.166,3731.6000000000004,1,0.9800000000032014,TRUE,3731.6000000000004,2025-09-17
2025-09-17T02:23:21Z,28.641237812116742,84.13731831125915,40498.92,1.11,3732.3999999999996,103,47,0,28.641237812116742,84.13731831125915,40498.92,1.11,3732.3999999999996,6,6.309999999997672,TRUE,3732.3999999999996,2025-09-17
2025-09-17T02:23:22Z,28.641243427991867,84.13731386885047,40499.79,1.12,3732.8,104,47,0,28.641243427991867,84.13731386885047,40499.79,1.12,3732.8,1,0.8700000000026193,TRUE,3732.8,2025-09-17
2025-09-17T02:23:25Z,28.64124988205731,84.13730381056666,40500.81,1.073,3733.6000000000004,106,47,0,28.64124988205731,84.13730381056666,40500.81,1.073,3733.6000000000004,3,1.0199999999967986,TRUE,3733.6000000000004,2025-09-17
2025-09-17T02:23:27Z,28.64126605913043,84.13729400373995,40502.88,0.989,3733.8,107,0,0,28.64126605913043,84.13729400373995,40502.88,0.989,3733.8,2,2.069999999999709,TRUE,3733.6000000000004,2025-09-17
2025-09-17T02:23:31Z,28.64128600805998,84.1372912377119,40505.35,0.98,3733.6000000000004,110,0,0,28.64128600805998,84.1372912377119,40505.35,0.98,3733.6000000000004,4,2.470000000001164,TRUE,3733.8,2025-09-17
2025-09-17T02:23:35Z,28.641321379691362,84.13729970343411,40509.22,0.924,3734.8,113,0,0,28.641321379691362,84.13729970343411,40509.22,0.924,3734.8,4,3.8700000000026193,TRUE,3734.8,2025-09-17
2025-09-17T02:23:43Z,28.641398660838604,84.13733306340873,40518.35,1.008,3734.8,112,0,0,28.641398660838604,84.13733306340873,40518.35,1.008,3734.8,8,9.12999999999738,TRUE,3734.8,2025-09-17
2025-09-17T02:23:48Z,28.641415424644947,84.13735141977668,40521.36,0.989,3735.8,113,41,0,28.641415424644947,84.13735141977668,40521.36,0.989,3735.8,5,3.0100000000020373,TRUE,3735.8,2025-09-17
2025-09-17T02:23:49Z,28.641413412988186,84.13735309615731,40521.67,0.97,3735.8,113,0,0,28.641413412988186,84.13735309615731,40521.67,0.97,3735.8,1,0.3099999999976717,TRUE,3735.8,2025-09-17
2025-09-17T02:23:50Z,28.64141073077917,84.13735686801374,40521.67,0.961,3736,112,0,0,28.64141073077917,84.13735686801374,40521.67,0.961,3736,1,0,TRUE,3736,2025-09-17
2025-09-17T02:23:57Z,28.641430344432592,84.13741151802242,40527.82,1.082,3737,113,64,0.5,28.641430344432592,84.13741151802242,40527.82,1.082,3737,7,6.150000000001455,TRUE,3737,2025-09-17
2025-09-17T02:23:59Z,28.641438810154796,84.13741478696465,40528.82,1.064,3737.2,113,0,0,28.641438810154796,84.13741478696465,40528.82,1.064,3737.2,2,1,TRUE,3737.2,2025-09-17
2025-09-17T02:24:07Z,28.641494968906045,84.13741671480238,40534.52,0.42,3738,115,60,0,28.641494968906045,84.13741671480238,40534.52,0.42,3738,8,5.69999999999709,TRUE,3738,2025-09-17
2025-09-17T02:24:13Z,28.641538554802537,84.13741084747016,40539.48,1.073,3738.8,116,41,0,28.641538554802537,84.13741084747016,40539.48,1.073,3738.8,6,4.960000000006403,TRUE,3738.8,2025-09-17
2025-09-17T02:24:16Z,28.64156898111105,84.13740833289921,40542.61,0.924,3739,116,40,0.5,28.64156898111105,84.13740833289921,40542.61,0.924,3739,3,3.1299999999973807,TRUE,3739,2025-09-17
2025-09-17T02:24:22Z,28.6416251398623,84.1374090872705,40549.62,1.008,3739.6000000000004,115,0,0,28.6416251398623,84.1374090872705,40549.62,1.008,3739.6000000000004,6,7.010000000002037,TRUE,3739.6000000000004,2025-09-17
2025-09-17T02:24:24Z,28.641632432118058,84.13741235621274,40550.66,0.989,3740,114,0,0,28.641632432118058,84.13741235621274,40550.66,0.989,3740,2,1.0400000000008731,TRUE,3740,2025-09-17
2025-09-17T02:24:26Z,28.64163880236447,84.137410428375,40551,0.952,3740.2,110,0,0,28.64163880236447,84.137410428375,40551,0.952,3740.2,2,0.33999999999650754,TRUE,3740.2,2025-09-17
