timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,heart_rate,cadence,fractional_cadence,lat,lon,dist_m,spd_ms,altitude,dt_s,d_m,moving,elev_smooth,day_local
2025-09-22T03:25:38Z,28.724955338984728,83.97329636849463,116509.99,0,4049,76,0,0,28.724955338984728,83.97329636849463,116509.99,0,4049,59262,0,FALSE,4049,2025-09-22
2025-09-22T03:25:39Z,28.724932288751006,83.973424192518,116509.99,0,4049,76,0,0,28.724932288751006,83.973424192518,116509.99,0,4049,1,0,FALSE,4049,2025-09-22
2025-09-22T03:25:42Z,28.72492851689458,83.97340918891132,116511.85,0,4048.6000000000004,77,0,0,28.72492851689458,83.97340918891132,116511.85,0,4048.6000000000004,3,1.860000000000582,FALSE,4048.6000000000004,2025-09-22
2025-09-22T03:25:47Z,28.724965397268534,83.97340684197843,116514.98,0,4048.6000000000004,78,0,0,28.724965397268534,83.97340684197843,116514.98,0,4048.6000000000004,5,3.1299999999901047,FALSE,4048.6000000000004,2025-09-22
2025-09-22T03:25:53Z,28.725006552413106,83.97338161244988,116519.81,1.148,4048.6000000000004,78,51,0,28.725006552413106,83.97338161244988,116519.81,1.148,4048.6000000000004,6,4.830000000001746,TRUE,4048.6000000000004,2025-09-22
2025-09-22T03:25:57Z,28.725044019520283,83.97336216643453,116523.12,1.185,4047.8,79,0,0,28.725044019520283,83.97336216643453,116523.12,1.185,4047.8,4,3.3099999999976717,TRUE,4048.6000000000004,2025-09-22
2025-09-22T03:26:02Z,28.725105542689562,83.97334716282785,116528.96,1.204,4047.3999999999996,79,55,0.5,28.725105542689562,83.97334716282785,116528.96,1.204,4047.3999999999996,5,5.8400000000110595,TRUE,4048.6000000000004,2025-09-22
2025-09-22T03:26:05Z,28.72512297704816,83.97333660162985,116532.77,1.241,4048.3999999999996,82,55,0.5,28.72512297704816,83.97333660162985,116532.77,1.241,4048.3999999999996,3,3.8099999999976717,TRUE,4048.6000000000004,2025-09-22
2025-09-22T03:26:09Z,28.72511819936335,83.97330466657877,116535.95,1.045,4048.8,82,51,0,28.72511819936335,83.97330466657877,116535.95,1.045,4048.8,4,3.179999999993015,TRUE,4048.8,2025-09-22
2025-09-22T03:26:13Z,28.725138315930963,83.97327985614538,116539.66,1.026,4049,81,48,0,28.725138315930963,83.97327985614538,116539.66,1.026,4049,4,3.710000000006403,TRUE,4049,2025-09-22
2025-09-22T03:26:17Z,28.72516362927854,83.9732582308352,116544.35,1.017,4049.6000000000004,80,47,0.5,28.72516362927854,83.9732582308352,116544.35,1.017,4049.6000000000004,4,4.690000000002328,TRUE,4049.6000000000004,2025-09-22
2025-09-22T03:26:19Z,28.725150637328625,83.97323903627694,116545.2,1.026,4050,80,46,0.5,28.725150637328625,83.97323903627694,116545.2,1.026,4050,2,0.8499999999912689,TRUE,4050,2025-09-22
2025-09-22T03:26:27Z,28.725180895999074,83.97321045398712,116548.75,0.83,4050.8,82,48,0,28.725180895999074,83.97321045398712,116548.75,0.83,4050.8,8,3.5500000000029104,TRUE,4050.8,2025-09-22
2025-09-22T03:26:29Z,28.725193301215768,83.97320760414004,116549.56,0.718,4051,83,43,0.5,28.725193301215768,83.97320760414004,116549.56,0.718,4051,2,0.8099999999976717,TRUE,4051,2025-09-22
