timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,heart_rate,cadence,fractional_cadence,lat,lon,dist_m,spd_ms,altitude,dt_s,d_m,moving,elev_smooth,day_local
2025-09-24T03:01:04Z,179.99999991618097,179.99999991618097,139932.34,0,3688.8,86,0,0,179.99999991618097,179.99999991618097,139932.34,0,3688.8,67100,0,FALSE,3687.2,2025-09-24
2025-09-24T03:01:15Z,28.815595228224993,83.86284300126135,139946.75,0,3688,86,50,0,28.815595228224993,83.86284300126135,139946.75,0,3688,11,14.410000000003492,TRUE,3687.2,2025-09-24
2025-09-24T03:01:17Z,28.815650213509798,83.8629094697535,139950.83,0,3687.6000000000004,87,49,0.5,28.815650213509798,83.8629094697535,139950.83,0,3687.6000000000004,2,4.079999999987194,TRUE,3687.2,2025-09-24
2025-09-24T03:01:22Z,28.81573537364602,83.86304005980492,139971.98,0.411,3687.3999999999996,86,50,0,28.81573537364602,83.86304005980492,139971.98,0.411,3687.3999999999996,5,21.150000000023283,TRUE,3687.2,2025-09-24
2025-09-24T03:01:28Z,28.815827071666718,83.86312488466501,139989.62,1.045,3687.6000000000004,85,50,0.5,28.815827071666718,83.86312488466501,139989.62,1.045,3687.6000000000004,6,17.639999999984866,TRUE,3687.2,2025-09-24
2025-09-24T03:01:36Z,28.81593075580895,83.86322521604598,140006.48,1.353,3687.2,86,50,0,28.81593075580895,83.86322521604598,140006.48,1.353,3687.2,8,16.860000000015134,TRUE,3687.2,2025-09-24
2025-09-24T03:01:43Z,28.81594056263566,83.86334574781358,140017.95,1.782,3687,86,50,0.5,28.81594056263566,83.86334574781358,140017.95,1.782,3687,7,11.470000000001164,TRUE,3687,2025-09-24
2025-09-24T03:01:45Z,28.815946094691753,83.86336661875248,140021.2,1.745,3687,82,50,0.5,28.815946094691753,83.86336661875248,140021.2,1.745,3687,2,3.25,TRUE,3687,2025-09-24
2025-09-24T03:01:46Z,28.815948273986578,83.86338078416884,140022.88,1.745,3687,79,50,0.5,28.815948273986578,83.86338078416884,140022.88,1.745,3687,1,1.679999999993015,TRUE,3687,2025-09-24
2025-09-24T03:01:53Z,28.81595321930945,83.86343928985298,140033.3,1.764,3686.6000000000004,80,50,0,28.81595321930945,83.86343928985298,140033.3,1.764,3686.6000000000004,7,10.419999999983702,TRUE,3687,2025-09-24
2025-09-24T03:02:01Z,28.81596880964935,83.8634726498276,140040.95,1.624,3687,81,50,0.5,28.81596880964935,83.8634726498276,140040.95,1.624,3687,8,7.650000000023283,TRUE,3687,2025-09-24
2025-09-24T03:02:08Z,28.816001415252686,83.86349385604262,140045.88,1.4,3686.8,81,50,0,28.816001415252686,83.86349385604262,140045.88,1.4,3686.8,7,4.929999999993015,TRUE,3687,2025-09-24
2025-09-24T03:02:19Z,28.81604273803532,83.86348388157785,140053.86,1.101,3687,79,48,0,28.81604273803532,83.86348388157785,140053.86,1.101,3687,11,7.9799999999813735,TRUE,3687,2025-09-24
2025-09-24T03:02:25Z,28.816059669479728,83.86344507336617,140057.5,1.157,3686.6000000000004,82,49,0.5,28.816059669479728,83.86344507336617,140057.5,1.157,3686.6000000000004,6,3.64000000001397,TRUE,3687,2025-09-24
2025-09-24T03:02:29Z,28.816072577610612,83.8633397128433,140057.5,1.138,3686.6000000000004,85,48,0,28.816072577610612,83.8633397128433,140057.5,1.138,3686.6000000000004,4,0,TRUE,3687,2025-09-24
2025-09-24T03:02:35Z,28.81608464755118,83.86331096291542,140057.5,1.372,3686.6000000000004,85,0,0,28.81608464755118,83.86331096291542,140057.5,1.372,3686.6000000000004,6,0,TRUE,3687,2025-09-24
2025-09-24T03:02:42Z,28.816139549016953,83.8632773514837,140065.72,1.512,3687.8,86,76,0.5,28.816139549016953,83.8632773514837,140065.72,1.512,3687.8,7,8.220000000001164,TRUE,3687.8,2025-09-24
2025-09-24T03:02:46Z,28.81617550738156,83.8632725737989,140069.8,1.045,3688.8,88,77,0,28.81617550738156,83.8632725737989,140069.8,1.045,3688.8,4,4.079999999987194,TRUE,3688.8,2025-09-24
2025-09-24T03:02:49Z,28.8161975517869,83.863275507465,140072.12,1.045,3688.8,90,40,0,28.8161975517869,83.863275507465,140072.12,1.045,3688.8,3,2.320000000006985,TRUE,3688.8,2025-09-24
2025-09-24T03:02:53Z,28.81623233668506,83.86328204534948,140076.27,1.054,3689.3999999999996,93,78,0,28.81623233668506,83.86328204534948,140076.27,1.054,3689.3999999999996,4,4.149999999994179,TRUE,3689.3999999999996,2025-09-24
2025-09-24T03:02:55Z,28.816252453252673,83.86328388936818,140078.78,1.054,3689.6000000000004,99,41,0,28.816252453252673,83.86328388936818,140078.78,1.054,3689.6000000000004,2,2.5100000000093132,TRUE,3689.6000000000004,2025-09-24
2025-09-24T03:02:56Z,28.816259913146496,83.86328556574881,140079.53,1.054,3689.6000000000004,104,40,0.5,28.816259913146496,83.86328556574881,140079.53,1.054,3689.6000000000004,1,0.75,TRUE,3689.6000000000004,2025-09-24
2025-09-24T03:02:57Z,28.816268797963858,83.86328774504364,140080.52,1.036,3689.8,107,41,0,28.816268797963858,83.86328774504364,140080.52,1.036,3689.8,1,0.9899999999906868,TRUE,3689.6000000000004,2025-09-24
2025-09-24T03:02:58Z,28.81627818569541,83.86328967288136,140081.61,1.026,3689.8,109,40,0.5,28.81627818569541,83.86328967288136,140081.61,1.026,3689.8,1,1.0899999999965075,TRUE,3689.6000000000004,2025-09-24
2025-09-24T03:03:01Z,28.81630903109908,83.86328849941492,140084.52,0.989,3689.8,112,41,0,28.81630903109908,83.86328849941492,140084.52,0.989,3689.8,3,2.9100000000034925,TRUE,3689.6000000000004,2025-09-24
2025-09-24T03:03:07Z,28.81637549959123,83.86326762847602,140092.3,0.998,3689.8,112,46,0.5,28.81637549959123,83.86326762847602,140092.3,0.998,3689.8,6,7.779999999998836,TRUE,3689.8,2025-09-24
2025-09-24T03:03:14Z,28.81643316708505,83.86325656436384,140099.14,0.998,3689.8,112,47,0,28.81643316708505,83.86325656436384,140099.14,0.998,3689.8,7,6.840000000025611,TRUE,3689.8,2025-09-24
