timestamp,position_lat,position_long,distance,enhanced_speed,enhanced_altitude,heart_rate,cadence,fractional_cadence,lat,lon,dist_m,spd_ms,altitude,dt_s,d_m,moving,elev_smooth,day_local
2025-09-19T03:42:57Z,179.99999991618097,179.99999991618097,72279.42,0,3542.8,87,0,0,179.99999991618097,179.99999991618097,72279.42,0,3542.8,65150,0,FALSE,3542.8,2025-09-19
2025-09-19T03:42:58Z,179.99999991618097,179.99999991618097,72279.42,0,3542.8,87,0,0,179.99999991618097,179.99999991618097,72279.42,0,3542.8,1,0,FALSE,3542.8,2025-09-19
2025-09-19T03:43:12Z,28.664777213707566,84.02477893978357,72284.3,1.185,3542.2,89,53,0.5,28.664777213707566,84.02477893978357,72284.3,1.185,3542.2,14,4.880000000004657,TRUE,3542.8,2025-09-19
2025-09-19T03:43:16Z,28.664800180122256,84.02474222704768,72289.49,1.39,3542.6,89,53,0,28.664800180122256,84.02474222704768,72289.49,1.39,3542.6,4,5.190000000002328,TRUE,3542.8,2025-09-19
2025-09-19T03:43:18Z,28.66478953510523,84.02474381960928,72291.2,0,3542.6,89,0,0,28.66478953510523,84.02474381960928,72291.2,0,3542.6,2,1.709999999991851,FALSE,3542.8,2025-09-19
2025-09-19T03:43:26Z,28.664802107959986,84.02474323287606,72293.22,0,3542.8,88,0,0,28.664802107959986,84.02474323287606,72293.22,0,3542.8,8,2.0200000000040745,FALSE,3542.8,2025-09-19
2025-09-19T03:43:31Z,28.6648359708488,84.02472043409944,72298.43,0,3542.2,93,0,0,28.6648359708488,84.02472043409944,72298.43,0,3542.2,5,5.209999999991851,FALSE,3542.8,2025-09-19
2025-09-19T03:43:33Z,28.664846029132605,84.02470241300762,72300.64,0,3542.2,96,0,0,28.664846029132605,84.02470241300762,72300.64,0,3542.2,2,2.210000000006403,FALSE,3542.8,2025-09-19
2025-09-19T03:43:38Z,28.66488542407751,84.02464675717056,72307.2,1.008,3543,97,53,0.5,28.66488542407751,84.02464675717056,72307.2,1.008,3543,5,6.559999999997672,TRUE,3542.8,2025-09-19
2025-09-19T03:43:45Z,28.66493915207684,84.02456922456622,72317.45,1.353,3542.8,98,62,0.5,28.66493915207684,84.02456922456622,72317.45,1.353,3542.8,7,10.25,TRUE,3543,2025-09-19
2025-09-19T03:43:52Z,28.664987767115235,84.0244877524674,72327.06,1.325,3543.4,99,53,0,28.664987767115235,84.0244877524674,72327.06,1.325,3543.4,7,9.610000000000582,TRUE,3543.4,2025-09-19
2025-09-19T03:43:58Z,28.66502171382308,84.02443259954453,72333.56,1.26,3543.4,100,54,0,28.66502171382308,84.02443259954453,72333.56,1.26,3543.4,6,6.5,TRUE,3543.4,2025-09-19
2025-09-19T03:44:06Z,28.665091451257467,84.02434157207608,72344.94,1.26,3543.6,101,53,0.5,28.665091451257467,84.02434157207608,72344.94,1.26,3543.6,8,11.380000000004657,TRUE,3543.6,2025-09-19
2025-09-19T03:44:14Z,28.665149370208383,84.02426018379629,72356.07,1.381,3544,101,53,0,28.665149370208383,84.02426018379629,72356.07,1.381,3544,8,11.130000000004657,TRUE,3544,2025-09-19
2025-09-19T03:44:16Z,28.665166469290853,84.02423788793385,72358.35,1.372,3544,101,53,0,28.665166469290853,84.02423788793385,72358.35,1.372,3544,2,2.279999999998836,TRUE,3544,2025-09-19
2025-09-19T03:44:20Z,28.665198991075158,84.02418558485806,72364.62,1.362,3544.2,100,53,0.5,28.665198991075158,84.02418558485806,72364.62,1.362,3544.2,4,6.269999999989523,TRUE,3544.2,2025-09-19
2025-09-19T03:44:28Z,28.66525632329285,84.02410537004471,72374.61,1.362,3544.6,100,53,0.5,28.66525632329285,84.02410537004471,72374.61,1.362,3544.6,8,9.990000000005239,TRUE,3544.6,2025-09-19
2025-09-19T03:44:36Z,28.665292114019394,84.02400336228311,72385.8,1.372,3544.8,101,53,0,28.665292114019394,84.02400336228311,72385.8,1.372,3544.8,8,11.190000000002328,TRUE,3544.8,2025-09-19
2025-09-19T03:44:38Z,28.665303345769644,84.02397586964071,72388.92,1.372,3544.8,101,53,0,28.665303345769644,84.02397586964071,72388.92,1.372,3544.8,2,3.1199999999953434,TRUE,3544.8,2025-09-19
2025-09-19T03:44:44Z,28.665343914180994,84.023901941254735,72397.28,1.362,3545.4,101,0,0,28.665343914180994,84.023901941254735,72397.28,1.362,3545.4,6,8.360000000000582,TRUE,3545.4,2025-09-19
2025-09-19T03:44:50Z,28.665389427915215,84.02383874170482,72405.12,1.353,3545.6,102,51,0.5,28.665389427915215,84.02383874170482,72405.12,1.353,3545.6,6,7.8399999999965075,TRUE,3545.6,2025-09-19
2025-09-19T03:44:56Z,28.66543175652623,84.02376984246075,72413.11,1.353,3545.8,102,53,0,28.66543175652623,84.02376984246075,72413.11,1.353,3545.8,6,7.990000000005239,TRUE,3545.8,2025-09-19
2025-09-19T03:45:02Z,28.665468217805028,84.02370345778763,72420.89,1.353,3546,102,52,0.5,28.665468217805028,84.02370345778763,72420.89,1.353,3546,6,7.779999999998836,TRUE,3546,2025-09-19
